labnumber,Sbox,date,sd,diff,Country,Site,SiteID,Source
S-835,53,1060,105,0.099056604,check GIS,CcFc-2,7957,CARD
QU-235,53,1630,310,0.190184049,check GIS,CdEx-2,8014,CARD
I-13810,53,6580,280,0.042553191,check GIS,CeEu-10,8030,CARD
I-13825,53,670,80,0.119402985,check GIS,CeEu-10,8030,CARD
I-13826,53,510,80,0.156862745,check GIS,CeEu-10,8030,CARD
I-13827,53,400,80,0.2,check GIS,CeEu-10,8030,CARD
Beta-42535,52,760,70,0.092105263,check GIS,CeGl-21,8031,CARD
Beta-42531,52,1640,50,0.030487805,check GIS,CeGk-3,8032,CARD
Beta-42532,52,960,120,0.125,check GIS,CeGk-4,8033,CARD
Beta-38883,53,2900,70,0.024137931,check GIS,CeEu-12,8034,CARD
Beta-49952,53,3070,70,0.022801303,check GIS,CeEu-12,8034,CARD
Beta-49953,53,3340,120,0.035928144,check GIS,CeEu-12,8034,CARD
Beta-49954,53,1960,70,0.035714286,check GIS,CeEu-12,8034,CARD
Beta-49955,53,2710,80,0.029520295,check GIS,CeEu-12,8034,CARD
Beta-49957,53,2700,80,0.02962963,check GIS,CeEu-12,8034,CARD
Beta-40343,53,3660,100,0.027322404,check GIS,CeEt-481,8036,CARD
Beta-40342,53,7990,80,0.010012516,check GIS,CeEt-482,8037,CARD
Beta-28458,53,1640,130,0.079268293,check GIS,CeEt-9,8038,CARD
Beta-28459,53,2120,120,0.056603774,check GIS,CeEt-9,8038,CARD
Beta-28461,53,830,60,0.072289157,check GIS,CeEt-9,8038,CARD
Beta-28462,53,1990,60,0.030150754,check GIS,CeEt-9,8038,CARD
Beta-28463,53,1670,60,0.035928144,check GIS,CeEt-9,8038,CARD
UL-575,53,1970,80,0.040609137,check GIS,CeEt-9,8038,CARD
Beta-32549,53,2360,120,0.050847458,check GIS,CgEq-14,8086,CARD
GaK-1270,54,1970,100,0.050761421,check GIS,CkEe-2,8242,CARD
GSC-1256,54,1570,150,0.095541401,check GIS,CkEe-2,8242,CARD
QU-358,54,630,80,0.126984127,check GIS,CkEk-4,8243,CARD
Beta-70230,54,910,80,0.087912088,check GIS,CkEe-22,8248,CARD
QU-359,54,370,90,0.243243243,check GIS,CkEk-5,8250,CARD
QU-357,54,3670,90,0.024523161,check GIS,CkEk-2,8251,CARD
Beta-47980,54,560,70,0.125,check GIS,CkEe-9,8252,CARD
Beta-47981,54,340,60,0.176470588,check GIS,CkEe-9,8252,CARD
Beta-66500,54,950,60,0.063157895,check GIS,CkEe-12,8283,CARD
Beta-33897,52,480,70,0.145833333,check GIS,DaGt-1,8337,CARD
Beta-33898,52,660,70,0.106060606,check GIS,DaGt-1,8337,CARD
Beta-33899,52,4230,70,0.016548463,check GIS,DaGt-1,8337,CARD
Beta-33900,52,650,80,0.123076923,check GIS,DaGt-1,8337,CARD
Beta-33901,52,680,70,0.102941176,check GIS,DaGt-1,8337,CARD
Beta-18130,54,890,90,0.101123596,check GIS,DaEk-6,8338,CARD
Beta-18132,54,880,70,0.079545455,check GIS,DaEk-6,8338,CARD
Beta-22792,54,420,60,0.142857143,check GIS,DaEk-6,8338,CARD
Beta-22793,54,700,70,0.1,check GIS,DaEk-6,8338,CARD
UQ-1240,54,920,80,0.086956522,check GIS,DbEj-13,8381,CARD
UQ-1242,54,780,50,0.064102564,check GIS,DbEj-13,8381,CARD
UQ-1295,54,2450,100,0.040816327,check GIS,DbEj-13,8381,CARD
Beta-10814,54,5160,490,0.09496124,check GIS,DbEj-11,8382,CARD
Beta-11285,54,5500,100,0.018181818,check GIS,DbEj-11,8382,CARD
Beta-8285,54,2220,70,0.031531532,check GIS,DbEj-11,8382,CARD
Beta-8286,54,2980,80,0.026845638,check GIS,DbEj-11,8382,CARD
Beta-70244,54,1040,70,0.067307692,check GIS,DbEi-5,8396,CARD
Beta-130927,54,7310,150,0.020519836,check GIS,DbEi-?,8397,CARD
UQ-1618,54,3100,100,0.032258065,check GIS,DbEi-6,8398,CARD
Beta-79062,54,910,60,0.065934066,check GIS,DbEi-2,8407,CARD
Beta-79063,54,450,80,0.177777778,check GIS,DbEi-2,8407,CARD
Beta-79064,54,740,70,0.094594595,check GIS,DbEi-2,8407,CARD
QU-445,54,1240,80,0.064516129,check GIS,DbEf-4,8409,CARD
QU-602,54,1670,100,0.05988024,check GIS,DcEe-2a,8413,CARD
QU-603,54,2890,130,0.044982699,check GIS,DcEe-2a,8413,CARD
QU-850,54,1350,90,0.066666667,check GIS,DcEe-2a,8413,CARD
QU-444,54,2700,120,0.044444444,check GIS,DcEe-3a,8415,CARD
QU-446,54,390,90,0.230769231,check GIS,DcEe-3a,8415,CARD
Beta-61780,52,940,90,0.095744681,check GIS,DcGt-4,8450,CARD
Beta-61781,52,1170,60,0.051282051,check GIS,DcGt-4,8450,CARD
Beta-61782,52,900,50,0.055555556,check GIS,DcGt-4,8450,CARD
Beta-19365,53,1410,60,0.042553191,check GIS,DcEx-1,8452,CARD
Beta-19366,53,430,70,0.162790698,check GIS,DcEx-1,8452,CARD
Beta-19367,53,1060,60,0.056603774,check GIS,DcEx-1,8452,CARD
RL-269,53,810,190,0.234567901,check GIS,DcEx-1,8452,CARD
Beta-42676,54,1630,90,0.055214724,check GIS,DcEd-1,8453,CARD
Beta-47979,54,7500,150,0.02,check GIS,DcEd-1,8453,CARD
Beta-51895,54,7840,100,0.012755102,check GIS,DcEd-1,8453,CARD
Beta-51896,54,1240,80,0.064516129,check GIS,DcEd-1,8453,CARD
RL-267,53,560,100,0.178571429,check GIS,DcEs-1,8454,CARD
GaK-3793,52,1600,90,0.05625,check GIS,DdGt-5,8676,CARD
Beta-70235,54,550,70,0.127272727,check GIS,DfEf-2,8776,CARD
RL-180,54,1330,105,0.078947368,check GIS,DgDq-1,8813,CARD
RL-181,54,1410,105,0.074468085,check GIS,DgDq-1,8813,CARD
QU-224,54,1490,210,0.140939597,check GIS,DhDn-2a,8850,CARD
QU-225,54,2280,230,0.100877193,check GIS,DhDn-2a,8850,CARD
QU-226,54,3030,470,0.155115512,check GIS,DhDn-2a,8850,CARD
QU-374,54,1880,110,0.058510638,check GIS,DhDn-2a,8850,CARD
QU-227,54,4940,170,0.034412955,check GIS,DhDn-2b,8851,CARD
QU-228,54,4170,150,0.035971223,check GIS,DhDn-2b,8851,CARD
QU-229,54,3750,180,0.048,check GIS,DhDn-2b,8851,CARD
QU-372,54,2500,80,0.032,check GIS,DhDn-2b,8851,CARD
QU-373,54,5270,90,0.017077799,check GIS,DhDn-2b,8851,CARD
RL-268,54,3310,120,0.036253776,check GIS,DhDm-1,8859,CARD
Beta-58563,54,1050,120,0.114285714,check GIS,DhEb-1,8884,CARD
Beta-76667,54,7410,110,0.014844804,check GIS,DhEb-1,8884,CARD
Beta-67791,54,610,80,0.131147541,check GIS,DhEb-11,8885,CARD
Beta-67792,54,940,80,0.085106383,check GIS,DhEb-11,8885,CARD
Beta-67793,54,660,60,0.090909091,check GIS,DhEb-12,8886,CARD
Beta-76670,54,1560,180,0.115384615,check GIS,DhEb-7,8887,CARD
Beta-58559,54,780,80,0.102564103,check GIS,DhEb-8,8888,CARD
Beta-76668,54,4550,230,0.050549451,check GIS,DhEa-1,8889,CARD
Beta-67795,54,690,60,0.086956522,check GIS,DhEa-2,8890,CARD
Beta-76669,54,1710,130,0.076023392,check GIS,DhEa-2,8890,CARD
Beta-88039,80,1740,80,0.045977011,check GIS,EbCd-4,9184,CARD
Beta-88040,80,2000,60,0.03,check GIS,EbCd-5,9185,CARD
QU-114,79,1770,110,0.062146893,check GIS,EbDj-2,9188,CARD
QU-117,79,1130,90,0.079646018,check GIS,EbDj-2,9188,CARD
QU-118,79,1160,110,0.094827586,check GIS,EbDj-2,9188,CARD
QU-234,79,1280,170,0.1328125,check GIS,EbDj-2,9188,CARD
QU-237,79,310,70,0.225806452,check GIS,EbDj-2,9188,CARD
S-729,79,4980,210,0.042168675,check GIS,EbDj-2,9188,CARD
S-730,79,935,85,0.090909091,check GIS,EbDj-2,9188,CARD
QU-236,79,1620,340,0.209876543,check GIS,EbDj-3,9189,CARD
Beta-19627,81,770,70,0.090909091,check GIS,EgBr-3,9359,CARD
Beta-19630,81,1230,100,0.081300813,check GIS,EhBo-14,9389,CARD
Beta-18913,81,7240,200,0.027624309,check GIS,EhBq-1,9391,CARD
Beta-19631,81,1380,80,0.057971014,check GIS,EhBo-15,9392,CARD
Beta-19632,81,2000,130,0.065,check GIS,EhBo-15,9392,CARD
Beta-19629,81,1070,70,0.065420561,check GIS,EhBo-12,9399,CARD
Beta-18916,81,650,90,0.138461538,check GIS,EiBq-1,9402,CARD
Beta-40353,81,1200,50,0.041666667,check GIS,EiBh-109,9408,CARD
Beta-40354,81,1020,110,0.107843137,check GIS,EiBh-109,9408,CARD
Beta-28074,81,1260,100,0.079365079,check GIS,EiBg-11,9414,CARD
Beta-28078,81,1230,110,0.089430894,check GIS,EiBg-11,9414,CARD
UQ-1743,81,2500,150,0.06,check GIS,EiBg-11,9414,CARD
UQ-1744,81,700,150,0.214285714,check GIS,EiBg-11,9414,CARD
UQ-1745,81,1600,150,0.09375,check GIS,EiBg-11,9414,CARD
UQ-1749,81,850,150,0.176470588,check GIS,EiBg-11,9414,CARD
UQ-1750,81,1000,150,0.15,check GIS,EiBg-11,9414,CARD
UQ-1751,81,2300,150,0.065217391,check GIS,EiBg-11,9414,CARD
UQ-1756,81,1350,150,0.111111111,check GIS,EiBg-11,9414,CARD
UQ-1768,81,1600,150,0.09375,check GIS,EiBg-11,9414,CARD
Beta-19639,81,2100,80,0.038095238,check GIS,EiBg-83,9425,CARD
Beta-19640,81,1680,100,0.05952381,check GIS,EiBg-88,9427,CARD
Beta-19636,81,5550,1100,0.198198198,check GIS,EiBg-5a,9428,CARD
Beta-10461,81,7190,130,0.018080668,check GIS,EiBg-7,9429,CARD
Beta-10462,81,2820,90,0.031914894,check GIS,EiBg-7,9429,CARD
Beta-11689,81,7350,125,0.017006803,check GIS,EiBg-7,9429,CARD
Beta-11692,81,7100,90,0.012676056,check GIS,EiBg-7,9429,CARD
Beta-11694,81,7070,100,0.014144272,check GIS,EiBg-7,9429,CARD
Beta-11695,81,2870,60,0.020905923,check GIS,EiBg-43,9431,CARD
Beta-23005,81,2870,90,0.031358885,check GIS,EiBg-43,9431,CARD
Beta-23006,81,2810,90,0.03202847,check GIS,EiBg-43,9431,CARD
Beta-23007,81,2740,50,0.018248175,check GIS,EiBg-43,9431,CARD
Beta-23008,81,2690,60,0.022304833,check GIS,EiBg-43,9431,CARD
Beta-19641,81,1290,60,0.046511628,check GIS,EiBg-118,9432,CARD
Beta-11696,81,680,70,0.102941176,check GIS,EiBg-46,9433,CARD
SI-2601,81,2000,70,0.035,check GIS,EiBg-1,9434,CARD
Beta-11690,81,1140,60,0.052631579,check GIS,EiBg-10,9435,CARD
Beta-11688,81,980,50,0.051020408,check GIS,EiBg-1a,9436,CARD
Beta-11693,81,430,50,0.11627907,check GIS,EiBg-1a,9436,CARD
Beta-18914,81,840,150,0.178571429,check GIS,EiBg-1b,9437,CARD
Beta-18915,81,670,110,0.164179104,check GIS,EiBg-1b,9437,CARD
Beta-19642,81,1230,80,0.06504065,check GIS,EiBg-XVI,9438,CARD
Beta-19633,81,2400,100,0.041666667,check GIS,EiBi-14,9443,CARD
Beta-11691,81,4010,130,0.032418953,check GIS,EiBi-17,9444,CARD
Beta-19634,81,4470,450,0.100671141,check GIS,EiBi-17,9444,CARD
UQ-731,81,4420,80,0.018099548,check GIS,EiBi-5,9447,CARD
UQ-732,81,3500,300,0.085714286,check GIS,EiBi-5,9447,CARD
UQ-733,81,4930,1200,0.243407708,check GIS,EiBi-5,9447,CARD
Beta-11687,81,6825,125,0.018315018,check GIS,EjBh-1,9453,CARD
Beta-18919,81,590,100,0.169491525,check GIS,EkBs-1,9483,CARD
Beta-10241,78,520,50,0.096153846,check GIS,FjFp-4,9684,CARD
Beta-10242,78,370,60,0.162162162,check GIS,FjFp-4,9684,CARD
Beta-10243,78,340,60,0.176470588,check GIS,FjFp-4,9684,CARD
Beta-9990,78,350,50,0.142857143,check GIS,FjFp-4,9684,CARD
Beta-10239,78,1370,60,0.04379562,check GIS,FlFo-1,9704,CARD
Beta-10240,78,650,50,0.076923077,check GIS,FlFo-1,9704,CARD
Beta-9518,78,550,60,0.109090909,check GIS,FlFi-4,9708,CARD
Beta-9517,78,520,80,0.153846154,check GIS,FlFi-2,9709,CARD
I-9808,77,1110,185,0.166666667,check GIS,GaGd-1a,9712,CARD
I-9810,77,635,80,0.125984252,check GIS,GaGd-8,9714,CARD
I-9811,77,875,80,0.091428571,check GIS,GaGc-1,9715,CARD
Beta-9521,78,3100,60,0.019354839,check GIS,GaFf-1,9717,CARD
Beta-9522,78,3270,80,0.024464832,check GIS,GaFf-1,9717,CARD
Beta-9523,78,3180,60,0.018867925,check GIS,GaFf-1,9717,CARD
Beta-9524,78,3300,60,0.018181818,check GIS,GaFf-1,9717,CARD
Beta-9525,78,3270,70,0.021406728,check GIS,GaFf-1,9717,CARD
QU-1322,77,1140,80,0.070175439,check GIS,GaGb-43a,9727,CARD
QU-1323,77,680,70,0.102941176,check GIS,GaGb-43a,9727,CARD
QU-1324,77,640,70,0.109375,check GIS,GaGb-43a,9727,CARD
n/a-52,78,800,60,0.075,check GIS,GbFd-9,9736,CARD
n/a-53,78,930,70,0.075268817,check GIS,GbFd-9,9736,CARD
n/a-54,78,970,70,0.072164948,check GIS,GbFd-9,9736,CARD
n/a-55,78,1090,80,0.073394495,check GIS,GbFd-9,9736,CARD
n/a-50,78,2980,80,0.026845638,check GIS,GbFb-35,9737,CARD
n/a-51,78,3040,60,0.019736842,check GIS,GbFb-35,9737,CARD
Beta-10373,78,290,60,0.206896552,check GIS,GcFb-21,9782,CARD
Beta-10374,78,2780,110,0.039568345,check GIS,GcFb-22,9785,CARD
Beta-10370,78,1540,100,0.064935065,check GIS,GcFb-2b,9788,CARD
Beta-10371,78,410,60,0.146341463,check GIS,GcFb-4,9790,CARD
n/a-56,78,710,160,0.225352113,check GIS,GdFc-2,9825,CARD
n/a-57,78,880,70,0.079545455,check GIS,GdFc-2,9825,CARD
n/a-58,78,990,55,0.055555556,check GIS,GdFc-2,9825,CARD
UQ-726,102,1040,120,0.115384615,check GIS,GhGk-20,9854,CARD
QU-726,105,2000,110,0.055,check GIS,GlDe-2,9890,CARD
QU-727,105,910,100,0.10989011,check GIS,GlDe-2,9890,CARD
QU-896,105,710,80,0.112676056,check GIS,HaDe-11,9900,CARD
GX-2083,102,845,120,0.142011834,check GIS,HaGd-10,9906,CARD
GX-2065,102,795,120,0.150943396,check GIS,HaGd-4,9908,CARD
GX-2066,102,695,90,0.129496403,check GIS,HaGd-8,9909,CARD
GX-2067,102,470,80,0.170212766,check GIS,HaGd-8,9909,CARD
QU-740,105,1360,140,0.102941176,check GIS,HcDe-11,9936,CARD
n/a-60,102,1050,50,0.047619048,check GIS,HdGd-1,9942,CARD
QU-738,105,880,110,0.125,check GIS,HdDe-16,9956,CARD
QU-356,105,1010,90,0.089108911,check GIS,HeDf-5,9971,CARD
QU-728,105,980,150,0.153061224,check GIS,HeDf-5,9971,CARD
QU-729,105,950,70,0.073684211,check GIS,HeDf-5,9971,CARD
QU-889,105,570,80,0.140350877,check GIS,HeDf-12,9972,CARD
QU-895,105,1050,80,0.076190476,check GIS,HeDf-12,9972,CARD
QU-888,105,930,80,0.086021505,check GIS,HeDf-?,9978,CARD
QU-1048,102,1130,170,0.150442478,check GIS,IcGm-4,10082,CARD
QU-1049,102,1550,110,0.070967742,check GIS,IcGm-4,10082,CARD
QU-1050,102,1670,150,0.089820359,check GIS,IcGm-4,10082,CARD
S-1836,102,1850,120,0.064864865,check GIS,IcGm-4,10082,CARD
S-1837,102,7470,970,0.129852744,check GIS,IcGm-4,10082,CARD
S-1838,102,2020,230,0.113861386,check GIS,IcGm-4,10082,CARD
Gif-1353,130,1050,90,0.085714286,check GIS,JcDf-1,10171,CARD
Gif-1948,129,750,90,0.12,check GIS,JeEj-7,10197,CARD
Gif-1949,129,430,80,0.186046512,check GIS,JeEj-7,10197,CARD
Gif-1950,129,680,90,0.132352941,check GIS,JeEj-7,10197,CARD
Gif-1953,129,530,80,0.150943396,check GIS,JeEj-7,10197,CARD
Lv-559,129,580,60,0.103448276,check GIS,JeEj-7,10197,CARD
Gif-4207,129,700,80,0.114285714,check GIS,JeEl-3,10198,CARD
Gif-4209,129,810,80,0.098765432,check GIS,JfEl-10,10205,CARD
Gif-3002,129,470,90,0.191489362,check GIS,JfEl-4,10209,CARD
Gif-3003,129,1080,100,0.092592593,check GIS,JfEl-4,10209,CARD
Qc-625,129,815,110,0.134969325,check GIS,JfEl-4,10209,CARD
Qc-629,129,955,90,0.094240838,check GIS,JfEl-4,10209,CARD
Qc-632,129,1660,95,0.057228916,check GIS,JfEl-4,10209,CARD
S-930,129,760,100,0.131578947,check GIS,JfEl-4,10209,CARD
S-933,129,1890,105,0.055555556,check GIS,JfEl-4,10209,CARD
UQ-76,129,1770,115,0.064971751,check GIS,JfEl-4,10209,CARD
UQ-78,129,845,135,0.159763314,check GIS,JfEl-4,10209,CARD
UQ-79,129,905,65,0.071823204,check GIS,JfEl-4,10209,CARD
UQ-82,129,650,100,0.153846154,check GIS,JfEl-4,10209,CARD
UQ-83,129,475,70,0.147368421,check GIS,JfEl-4,10209,CARD
UQ-88,129,490,80,0.163265306,check GIS,JfEl-4,10209,CARD
UQ-93,129,380,85,0.223684211,check GIS,JfEl-4,10209,CARD
Gif-1352,129,1450,90,0.062068966,check GIS,JfEl-1,10211,CARD
Gif-1954,129,1090,90,0.082568807,check GIS,JfEl-1,10211,CARD
Gif-1956,129,920,90,0.097826087,check GIS,JfEl-1,10211,CARD
Gif-1957,129,1860,90,0.048387097,check GIS,JfEl-1,10211,CARD
Lv-468,129,2070,140,0.06763285,check GIS,JfEl-1,10211,CARD
S-931,129,1420,100,0.070422535,check GIS,JfEl-1,10211,CARD
UQ-86,129,3470,160,0.04610951,check GIS,JfEl-1,10211,CARD
QU-238,79,1140,210,0.184210526,check GIS,EbDj-4,9190,CARD
S-1051,52,710,60,0.084507042,check GIS,DdGt-5,8676,CARD
S-814,53,805,95,0.118012422,check GIS,CbFd-7,7924,CARD
S-815,53,2180,140,0.064220183,check GIS,CbFd-5,7923,CARD
S-1151,52,270,60,0.222222222,check GIS,DdGt-5,8676,CARD
S-1152,52,310,60,0.193548387,check GIS,DdGt-5,8676,CARD
S-1050,52,540,60,0.111111111,check GIS,DdGt-5,8676,CARD
S-1723,52,620,45,0.072580645,check GIS,DcGt-2,8503,CARD
QU-347,54,5960,100,0.016778523,check GIS,DgDo-4,8821,CARD
Beta-68062,53,2900,70,0.024137931,check GIS,CeEt-?,8035,CARD
Beta-67796,81,3910,90,0.023017903,check GIS,EeBr-1,9334,CARD
Beta-48787,81,1330,80,0.060150376,check GIS,EfBt-1,9353,CARD
Beta-48786,81,1070,90,0.08411215,check GIS,EgBs-5,9381,CARD
Beta-52488,81,3450,60,0.017391304,check GIS,EiBk-9,9404,CARD
Beta-67254,81,4740,120,0.025316456,check GIS,EiBj-23,9405,CARD
Beta-40352,81,3250,100,0.030769231,check GIS,EiBh-103,9406,CARD
Beta-40351,81,1010,70,0.069306931,check GIS,EiBh-106,9407,CARD
Beta-23002,81,1040,60,0.057692308,check GIS,EiBh-69,9409,CARD
Beta-28075,81,7170,210,0.029288703,check GIS,EiBh-74,9410,CARD
Beta-33696,81,6720,70,0.010416667,check GIS,EiBh-83,9411,CARD
Beta-39883,81,3840,90,0.0234375,check GIS,EiBh-86,9412,CARD
Beta-39882,81,5740,100,0.017421603,check GIS,EiBh-90,9413,CARD
Beta-50375,81,450,80,0.177777778,check GIS,EiBg-123,9415,CARD
Beta-50736,81,7250,120,0.016551724,check GIS,EiBg-124,9416,CARD
Beta-58561,81,2880,140,0.048611111,check GIS,EiBg-126,9417,CARD
Beta-58562,81,2560,80,0.03125,check GIS,EiBg-127,9418,CARD
Beta-23003,81,7050,250,0.035460993,check GIS,EiBg-51,9420,CARD
Beta-23009,81,6180,90,0.014563107,check GIS,EiBg-53,9421,CARD
Beta-23010,81,6210,100,0.01610306,check GIS,EiBg-53,9421,CARD
Beta-28076,81,2100,100,0.047619048,check GIS,EiBg-82,9422,CARD
Beta-28703,81,1320,80,0.060606061,check GIS,EiBg-85,9423,CARD
Beta-3695,81,2020,70,0.034653465,check GIS,EiBg-92,9424,CARD
Beta-28082,81,2110,100,0.047393365,check GIS,EiBg-83,9425,CARD
Beta-28081,81,1700,100,0.058823529,check GIS,EiBg-88,9427,CARD
UQ-52,129,830,100,0.120481928,check GIS,JfEl-4,10209,CARD
UQ-54,129,1715,95,0.055393586,check GIS,JfEl-4,10209,CARD
UQ-89,129,1435,70,0.048780488,check GIS,JfEl-1,10211,CARD
Beta-19637,81,2420,60,0.024793388,check GIS,EiBg-43a,9426,CARD
Beta-40350,81,2570,90,0.035019455,check GIS,EiBg-43a,9426,CARD
Beta-135804,7,580,50,0.086206897,check GIS,PASE-219,61,CARD
LJ-5,7,3100,300,0.096774194,check GIS,SUNK-1626,72,CARD
TX-7022,8,1150,70,0.060869565,USA,DD:7:22,77,CARD
A-617,8,1550,90,0.058064516,USA,EE:,78,CARD
SMU-?,8,3500,50,0.014285714,USA,EE:,78,CARD
SMU-269,8,4400,90,0.020454545,USA,EE:,78,CARD
SMU-289,8,860,60,0.069767442,USA,EE:,78,CARD
SMU-40,8,3190,80,0.02507837,USA,EE:,78,CARD
TX-937,8,840,60,0.071428571,USA,EE:,78,CARD
AA-1881,8,1766,84,0.047565119,USA,EE:1:153,79,CARD
AA-1884,8,1725,73,0.042318841,USA,EE:1:153,79,CARD
TX-7418,8,850,60,0.070588235,USA,EE:11:15,80,CARD
TX-7420,8,780,80,0.102564103,USA,EE:11:15,80,CARD
TX-7421,8,720,100,0.138888889,USA,EE:11:15,80,CARD
TX-7422,8,760,100,0.131578947,USA,EE:11:15,80,CARD
A-34,8,7205,450,0.062456627,USA,EE:12:1,81,CARD
A-450,8,2550,160,0.062745098,USA,EE:12:1,81,CARD
A-480,8,3950,180,0.04556962,USA,EE:12:1,81,CARD
A-604,8,1050,100,0.095238095,USA,EE:12:1,81,CARD
A-611,8,1460,120,0.082191781,USA,EE:12:1,81,CARD
SMU-26,8,1370,120,0.087591241,USA,EE:12:1,81,CARD
SMU-293,8,4660,100,0.021459227,USA,EE:12:1,81,CARD
A-903,8,3350,150,0.044776119,USA,EE:12:2,82,CARD
A-2931,8,4690,100,0.021321962,USA,EE:2:103,83,CARD
AA-245,8,2500,150,0.06,USA,EE:2:103,83,CARD
A-3562,8,1070,50,0.046728972,USA,EE:2:105,84,CARD
A-3500,8,2170,170,0.078341014,USA,EE:2:13,86,CARD
A-3501,8,2270,200,0.088105727,USA,EE:2:13,86,CARD
A-4200,8,2400,90,0.0375,USA,EE:2:30,87,CARD
A-4201,8,2380,90,0.037815126,USA,EE:2:30,87,CARD
A-74,8,1950,200,0.102564103,USA,EE:2:30,87,CARD
A-85,8,2550,330,0.129411765,USA,EE:2:30,87,CARD
A-86A,8,3080,300,0.097402597,USA,EE:2:30,87,CARD
A-86B,8,3660,400,0.109289617,USA,EE:2:30,87,CARD
A-86C,8,3180,300,0.094339623,USA,EE:2:30,87,CARD
AA-13124,8,2320,55,0.023706897,USA,EE:2:30,87,CARD
AA-13125,8,2505,50,0.01996008,USA,EE:2:30,87,CARD
A-87,8,2610,250,0.095785441,USA,EE:2:35,88,CARD
A-88a,8,2980,300,0.100671141,USA,EE:2:35,88,CARD
A-88b,8,2740,250,0.091240876,USA,EE:2:35,88,CARD
SH-5356,8,2800,190,0.067857143,USA,EE:2:35,88,CARD
A-885,8,1780,100,0.056179775,USA,EE:2:50,89,CARD
A-886,8,1660,60,0.036144578,USA,EE:2:50,89,CARD
A-3103,8,1990,370,0.185929648,USA,EE:2:62,90,CARD
A-3559,8,1070,70,0.065420561,USA,EE:2:76,91,CARD
Beta-34273,8,3090,120,0.038834951,USA,EE:7:109,92,CARD
A-730,8,2630,150,0.057034221,USA,EE:8:1,93,CARD
AA-4457,8,2815,80,0.028419183,USA,EE:8:1,93,CARD
AA-4458,8,2800,140,0.05,USA,EE:8:1,93,CARD
AA-4459,8,2590,75,0.028957529,USA,EE:8:1,93,CARD
AA-4808,8,2365,75,0.031712474,USA,EE:8:11,94,CARD
AA-4809,8,2565,75,0.029239766,USA,EE:8:11,94,CARD
SMU-59,8,930,50,0.053763441,USA,EE:8:30,95,CARD
AA-4810,8,2735,75,0.027422303,USA,EE:8:5,96,CARD
AA-4811,8,2675,80,0.029906542,USA,EE:8:5,96,CARD
C-216,9,7756,370,0.047705003,USA,FF:10:1,97,CARD
C-511,9,6210,460,0.074074074,USA,FF:10:1,97,CARD
C-515,9,4006,270,0.067398902,USA,FF:10:1,97,CARD
A-3182,9,1430,250,0.174825175,USA,FF:10:16,98,CARD
A-3239,9,710,50,0.070422535,USA,FF:6:8,99,CARD
C-143,12,1158,250,0.215889465,USA,16LA3,101,Erick
Beta-133985,9,1890,50,0.026455026,USA,LA121158,107,CARD
Beta-138803,9,1010,40,0.03960396,USA,LA121158,107,CARD
Beta-138804,9,1840,50,0.027173913,USA,LA121158,107,CARD
Beta-141729,9,1060,40,0.037735849,USA,LA121158,107,CARD
Beta-258064,9,2100,40,0.019047619,USA,LA159888,108,CARD
Beta-258065,9,2160,40,0.018518519,USA,LA159888,108,CARD
Beta-258066,9,1940,40,0.020618557,USA,LA159888,108,CARD
Beta-258067,9,1950,40,0.020512821,USA,LA159888,108,CARD
Beta-258068,9,1870,40,0.021390374,USA,LA159888,108,CARD
Beta-258069,9,1280,40,0.03125,USA,LA159890,109,CARD
Beta-258070,9,1290,40,0.031007752,USA,LA159890,109,CARD
Beta-258071,9,1740,40,0.022988506,USA,LA159890,109,CARD
Beta-258072,9,1170,40,0.034188034,USA,LA159890,109,CARD
Beta-261327,9,430,40,0.093023256,USA,LA125753,118,CARD
Beta-261328,9,240,40,0.166666667,USA,LA125753,118,CARD
Beta-261329,9,380,40,0.105263158,USA,LA125753,118,CARD
Beta-261330,9,420,40,0.095238095,USA,LA125753,118,CARD
Beta-261332,9,330,40,0.121212121,USA,LA125753,118,CARD
Beta-261333,9,510,40,0.078431373,USA,LA125753,118,CARD
AA-104758,9,837,27,0.032258065,USA,LA49,119,CARD
AA-104759,9,873,27,0.030927835,USA,LA49,119,CARD
AA-104760,9,766,27,0.035248042,USA,LA49,119,CARD
AA-104761,9,891,27,0.03030303,USA,LA49,119,CARD
AA-104762,9,766,27,0.035248042,USA,LA49,119,CARD
AA-104763,9,731,26,0.035567715,USA,LA49,119,CARD
AA-104764,9,936,27,0.028846154,USA,LA49,119,CARD
Beta-263499,9,1110,40,0.036036036,USA,LA85774,120,CARD
Beta-263500,9,1070,40,0.037383178,USA,LA85774,120,CARD
Beta-263501,9,1040,40,0.038461538,USA,LA85774,120,CARD
Beta-72441,9,1010,70,0.069306931,USA,LA16315,122,CARD
Beta-72442,9,1150,60,0.052173913,USA,LA16315,122,CARD
Beta-285950,9,2710,40,0.014760148,USA,LA165819,125,CARD
Beta-285952,9,1280,40,0.03125,USA,LA165820,126,CARD
Beta-81911,9,770,50,0.064935065,USA,LA26784,134,CARD
Beta-81912,9,790,70,0.088607595,USA,LA26784,134,CARD
Beta-81913,9,640,50,0.078125,USA,LA26788,135,CARD
Beta-81914,9,700,50,0.071428571,USA,LA26788,135,CARD
Beta-81915,9,770,70,0.090909091,USA,LA26788,135,CARD
Beta-81916,9,560,80,0.142857143,USA,LA26788,135,CARD
Beta-81917,9,500,50,0.1,USA,LA26788,135,CARD
