labnumber,Sbox,date,sd,Country,Site,SiteID,Source
GaK-8531,27,1890,160,USA,35LK536,6017,CARD
GX-6192,32,1290,160,USA,13PM91,6178,CARD
GX-6193,32,1355,160,USA,13PM91,6178,CARD
GX-6277,37,5440,160,USA,19ES80,6181,CARD
GX-6996,37,4540,160,USA,19FR15,6192,CARD
Beta-67523,27,4460,160,USA,35LK2992,6300,CARD
GX-8032,37,2295,160,USA,19ES-?,6345,CARD
GX-1449,37,7015,160,USA,NH,6436,CARD
Grey-14,30,3080,160,USA,48JO303,7026,CARD
Grey-6,30,3170,160,USA,48JO303,7026,CARD
GX-20370,38,3080,160,USA,ME29.9,7094,CARD
WSU-3884,28,1600,160,USA,35GR316,7108,CARD
Beta-56831,27,1870,160,USA,35WS225,7420,CARD
GX-16441,54,5150,160,check GIS,ME95.20,7531,CARD
GSC-1313,54,680,160,check GIS,BhDr-1,7532,CARD
WSU-299,43,1170,160,USA,35GM3,7726,CARD
Tx-3982,44,6260,160,USA,10NP143,7927,CARD
UCR-1328,47,4010,160,USA,32MZ58,8319,CARD
Tx-3382,44,3720,160,USA,45OK11,8544,CARD
GSC-445,50,1540,160,check GIS,DdIn-___1,8664,CARD
S-18,43,2450,160,USA,DfRs-3,8692,CARD
SFU-204,43,1030,160,check GIS,DeRv-107,8696,CARD
SFU-40,43,1270,160,USA,DgRs-1,8790,CARD
WSU-5033,43,3000,160,check GIS,DgRv-9,8794,CARD
GaK-7442,43,6260,160,check GIS,DiRi-14,8926,CARD
M-1543,43,4420,160,check GIS,DjRi-5,8960,CARD
GaK-1266,57,6920,160,check GIS,DjAq-1,9038,CARD
WSU-3064,44,1080,160,check GIS,DlQv-37,9098,CARD
AECV-775C,48,980,160,check GIS,DlLg-33,9103,CARD
S-2563,48,1225,160,check GIS,DlLg-33,9103,CARD
S-2565,48,1105,160,check GIS,DlLg-33,9103,CARD
GSC-1245,75,4380,160,check GIS,EbJd-___1,9183,CARD
Beta-19089,81,2370,160,check GIS,EeBi-1e,9276,CARD
SFU-278,68,2000,160,check GIS,EeRk-43,9293,CARD
SFU-301,68,2400,160,check GIS,EeRc-44,9299,CARD
Beta-49759,81,2540,160,check GIS,EeBi-11,9316,CARD
GX-5048,73,3730,160,check GIS,EfKv-6,9344,CARD
I-7607,81,6200,160,check GIS,EiBf-4,9449,CARD
S-1995,67,1190,160,check GIS,FdSi-11,9452,CARD
S-2000,67,1520,160,check GIS,FdSi-11,9452,CARD
S-2053,71,1560,160,check GIS,EkNv-36,9474,CARD
SFU-16,67,2940,160,check GIS,ElSx-1,9487,CARD
SFU-19,67,2530,160,check GIS,ElSx-1,9487,CARD
SFU-352,66,1590,160,check GIS,FaTt-1,9533,CARD
GX-2246,59,7395,160,USA,AKSAM012,9628,CARD
GX-2760,59,4655,160,USA,AKSAM,9629,CARD
GaK-6232,67,2415,160,check GIS,FiSi-19,9663,CARD
GSC-1314,81,2400,160,check GIS,GbBn-7,9740,CARD
GSC-1367,81,2520,160,check GIS,GcBi-12,9813,CARD
SFU-134,67,3230,160,check GIS,GdTc-16,9827,CARD
SFU-135,67,890,160,check GIS,GdTc-16,9827,CARD
AECV-1533C,94,7280,160,check GIS,GhQt-4,9848,CARD
GSC-1035,95,1150,160,check GIS,GhPh-8,9850,CARD
AECV-1431C,94,2970,160,check GIS,GlQp-6,9895,CARD
SFU-379,93,4270,160,check GIS,HbRf-39,9922,CARD
SI-2520,105,5605,160,check GIS,HdCg-19,9953,CARD
GSC-1381,105,2540,160,check GIS,HfCi-2,9981,CARD
GX-17218,87,3810,160,USA,AKXMK027,10062,CARD
S-1418,87,4480,160,USA,AKAFG011,10065,CARD
GSC-844,118,2460,160,check GIS,JcRw-8,10161,CARD
GaK-1274,118,3780,160,check GIS,JcRw-3,10163,CARD
WSU-3898,112,1940,160,USA,AKKEN214,10177,CARD
BGS-2259,129,1830,160,check GIS,JgEj-29,10216,CARD
GX-5038,113,4155,160,USA,AKANC054,10227,CARD
S-1260,121,2545,160,check GIS,KeNi-4,10288,CARD
GX-5630,113,3675,160,USA,AKTLM016,10306,CARD
S-982,122,3680,160,check GIS,KkLn-4,10346,CARD
GX-5130,112,4810,160,USA,AKMMK004,10364,CARD
S-2002,141,3300,160,check GIS,McRa-10,10444,CARD
GaK-1265,138,1790,160,check GIS,MjVl-1,10493,CARD
GX-4075,136,2705,160,USA,AKPSM049,10582,CARD
GX-4079,136,2425,160,USA,AKPSM049,10582,CARD
GX-4080,136,2135,160,USA,AKPSM049,10582,CARD
GX-4250,136,3515,160,USA,AKPSM049,10582,CARD
GX-8636,134,1670,160,USA,AKXHP311,10585,CARD
GX-4071,136,3440,160,USA,AKPSM058,10597,CARD
GX-4258,136,1100,160,USA,AKPSM050,10599,CARD
GX-4263,136,970,160,USA,AKPSM050,10599,CARD
Beta-76570,28,3390,160,USA,35GR1311,7270,CARD
Beta-55647,27,5300,160,USA,35JE51,7403,CARD
WSU-3108,112,2755,160,USA,AKKEN066,10184,CARD
ISGS-316,22,7800,160,USA,11GE-?,3654,CARD
GSC-148,179,1150,160,check GIS,QkPa-1,10873,CARD
WSU-1754,19,7320,160,USA,5ST85,4070,CARD
Tx-2898,44,1170,160,USA,45DO214,8261,CARD
RIDDL-80,69,4040,160,check GIS,EhPv-8,9386,CARD
I-3191,118,1930,160,check GIS,JcRw-3,10163,CARD
GX-4528,38,1770,160,USA,19NT-?,4903,CARD
M-182,32,4105,160,USA,25VY1,5187,CARD
M-485,22,6765,160,USA,11PK-?,3979,CARD
RIDDL-270,43,3750,160,USA,DeRt-2,8695,CARD
RIDDL-271,43,3600,160,USA,DeRt-2,8695,CARD
SFU-294,71,5250,160,check GIS,EcNx-1a,9197,CARD
SFU-295,71,4850,160,check GIS,EcNx-1a,9197,CARD
SFU-296,71,5420,160,check GIS,EcNx-1a,9197,CARD
SFU-341,67,4680,160,check GIS,ElSx-1,9487,CARD
SFU-342,67,4390,160,check GIS,ElSx-1,9487,CARD
M-2258,23,1960,160,USA,15HT4,2124,CARD
M-2259,23,1920,160,USA,15HT4,2124,CARD
Beta-50901,68,1110,160,check GIS,FdSi-3,9600,CARD
A-536,10,6370,160,USA,29RV2,1090,CARD
GX-1919,36,5075,160,USA,NY,5555,CARD
W-337,38,2120,160,USA,ME26.1,7035,CARD
W-342,38,2020,160,USA,ME26.1,7035,CARD
C-636,28,3819,160,USA,42TO13,4668,CARD
GX-8537,70,2635,160,check GIS,FiPl-?,9670,CARD
GX-9309,95,1280,160,check GIS,HkPa-?,10052,CARD
AECV-409C,70,6420,160,check GIS,GdOp-?,9821,CARD
S-1932,52,6310,160,check GIS,DdGt-5,8676,CARD
A-247,9,2500,160,USA,W:13:6,880,CARD
A-3714,44,4110,160,USA,45FR46H,7982,CARD
QC-144,37,5080,160,USA,28BE-VP,4781,Erick
Tx-3886,19,1450,160,USA,5MT4654,2344,CARD
M-2361,35,3310,160,USA,20MD-VP,6926,CARD
RIDDL-119,35,2350,160,check GIS,AdHa-___1,6079,CARD
AA-60680,19,4640,160,USA,5DA272,3365,CARD
GX-2069,102,780,160,check GIS,HaGd-11,9907,CARD
S-2201,170,1420,160,check GIS,OaJn-2,10678,CARD
LJ-136,7,4720,160,USA,CA-SDI-149,693,CARD
UCR-326,7,1430,160,USA,CA-LAN-702,1078,CARD
Beta-67519,27,5730,160,USA,35LK2765,6613,CARD
I-5822,120,740,160,check GIS,KdNw-2,10267,CARD
Beta-95165,19,2660,160,USA,5LP?,3655,CARD
Beta-13699,8,720,160,USA,Z:,420,CARD
SFU-83,24,3730,160,USA,15PE8,2219,CARD
ISGS-2304,23,3990,160,USA,15McL12,2421,CARD
DIC-174,24,720,160,USA,15PI313a,2426,CARD
Beta-25212,24,5700,160,USA,46FA191,2826,CARD
UGa-1630,24,1005,160,USA,15BB38,2870,CARD
UGa-6072D,24,3062,160,USA,15CR73,2983,CARD
Beta-83620,24,2940,160,USA,46KA142,2993,CARD
UGa-2275,24,6315,160,USA,46PU60,3117,CARD
RL-1288,22,850,160,USA,11S299,3159,CARD
RL-1292,22,2900,160,USA,11S299,3159,CARD
Beta-22264,24,3960,160,USA,46MS150,3299,CARD
UGa-2406,24,1740,160,USA,33PI44,4096,CARD
DIC-148,24,900,160,USA,33MY57,4114,CARD
GX-1741,35,3905,160,USA,33TU2,4507,CARD
GX-1113,37,3380,160,USA,RI,4867,CARD
Beta-23314,36,1170,160,USA,36LU105,4883,CARD
Beta-6405,37,1870,160,USA,ME14.18,6933,CARD
GX-2011,45,2345,160,check GIS,DgPl-4,8800,CARD
WSU-3618,91,7650,160,USA,AKCRG177,9874,CARD
GX-4410,113,1690,160,USA,AKANC054,10227,CARD
S-3512,170,7290,160,check GIS,PbJs-?,10781,CARD
SFU-366,66,1430,160,check GIS,FaTt-1,9533,CARD
S-2594,169,6820,160,check GIS,OlLg-?,10771,CARD
S-3599,170,7770,160,check GIS,QfJm-?,10843,CARD
S-3526,184,5205,160,check GIS,QjHr-?,10856,CARD
S-3539,184,6205,160,check GIS,QjHr-?,10856,CARD
S-3540,184,5910,160,check GIS,QjHr-?,10856,CARD
S-3557,184,5110,160,check GIS,QjHr-?,10856,CARD
S-3522,183,2740,160,check GIS,QkJm-?,10860,CARD
A-479A,8,1430,160,USA,EE:12:1,81,CARD
Beta-14534,8,1880,160,USA,BB:17:14,502,CARD
Beta-7677,8,1990,160,USA,T:12:9,841,CARD
A-51bis,9,3190,160,USA,W:10:112,878,CARD
A-427,27,1160,160,USA,CA-SIS-101,5195,CARD
GX-1465,28,6825,160,USA,42TO13,4668,CARD
M-2436,35,4470,160,USA,20WA-VP,5645,CARD
GX-14019B,37,4935,160,USA,19SU-?,6221,CARD
I-499,47,1540,160,USA,32SI1,7805,CARD
S-3548,54,1960,160,check GIS,CfDt-2,8067,CARD
Tx-4170,44,1050,160,USA,45DO273,8268,CARD
Beta-56206,43,2200,160,check GIS,DhRl-16,8875,CARD
SM-1354,29,1030,159,USA,10CR196,7132,CARD
SMU-1354,29,1030,159,USA,10CR196,7132,CARD
S-22,71,1660,159,check GIS,EcNl-1,9210,CARD
Tx-3605,46,1190,158,USA,24RB253,7894,CARD
Beta-4288,44,4160,157,USA,45OK11,8544,CARD
SM-919A,135,2576,157,USA,AKXCL002,10549,CARD
Beta-110343,7,2092,157,USA,CA-SNI-39,801,CARD
SM-885,22,1558,157,USA,34LF1,1320,Erick
P-228,138,3288,156,check GIS,NiVk-1,10639,CARD
WSU-2382,47,1053,156,USA,24WX30,8064,CARD
S-2438,71,5020,155,check GIS,ElNq-3,9510,CARD
UCLA-1770,27,5640,155,USA,CA-MOD-204,5206,CARD
A-10077,46,2425,155,USA,24PR5,7583,CARD
GX-10265G,35,965,155,USA,33LU394,5294,CARD
S-2903,48,4135,155,check GIS,DlLw-11,9088,CARD
GX-9119G,70,680,155,check GIS,ElPf-1,9505,CARD
S-2158,95,2290,155,check GIS,IgPc-2,10112,CARD
GX-4689,73,1340,155,check GIS,EgKx-1,9374,CARD
S-2189,172,1625,155,check GIS,PeHa-1,10801,CARD
GX-578,8,1755,155,USA,Z:,420,CARD
UGa-2014,22,1275,155,USA,34Sq12,1469,Erick
GX-6341,18,3935,155,USA,42JB25,4188,Erick
GX-318,31,1145,155,USA,5LO1,4719,CARD
WSU-666,44,955,155,USA,45WT41,8057,CARD
WSU-136,44,6200,155,USA,10BT46,8403,CARD
UGa-3627,18,3985,155,USA,LA-18103,1547,CARD
OWU-252,24,1555,155,USA,33JA159,3599,CARD
OWU-248,24,1035,155,USA,33RO128,3771,CARD
UGa-3439,25,1310,155,USA,7NC-E-41,3999,Erick
SI-5670,25,690,155,USA,18AG119,4042,CARD
SI-6142,25,1220,155,USA,18AG144,4103,CARD
GX-9986,37,2990,155,USA,19BR-?,5412,CARD
GX-7088,37,3900,155,USA,19BR56,5493,CARD
GX-7409,37,3260,155,USA,19BR40,5525,CARD
I-6732,36,3880,155,USA,NY,5555,CARD
GX-10250,37,3965,155,USA,19NF5,5617,CARD
GX-10096,37,2655,155,USA,19WR-?,5720,CARD
GX-9218,37,955,155,USA,19WR-?,5720,CARD
GX-7640,37,4100,155,USA,19MD339,5799,CARD
GX-2996,37,1375,155,USA,19FR15,6192,CARD
I-11583,31,845,155,USA,39SH33,6705,CARD
Grey-16,30,2420,155,USA,48JO303,7026,CARD
Grey-17,30,2130,155,USA,48JO303,7026,CARD
SI-890,54,3840,155,USA,ME91.1,7533,CARD
GaK-5319,43,2880,155,USA,35MU9,7699,CARD
UCR-1327,47,3110,155,USA,32MZ58,8319,CARD
GX-3603,73,1230,155,check GIS,EaLa-3,9159,CARD
GX-4693,73,3495,155,check GIS,EgKx-1,9374,CARD
S-2537,71,905,155,check GIS,FbNp-17,9566,CARD
SI-929,81,4525,155,check GIS,GcBi-7,9812,CARD
S-2176,95,1335,155,check GIS,HkPa-14,10056,CARD
WSU-3263,85,2550,155,USA,AKXHI001,10101,CARD
DIC-2246,113,1380,155,USA,AKTLM062,10293,CARD
GX-261,134,5735,155,USA,AKAMR001,10480,CARD
GX-4104,136,2665,155,USA,AKPSM049,10582,CARD
DIC-2465,134,2210,155,USA,AKXHP311,10585,CARD
GX-4072,136,3855,155,USA,AKPSM058,10597,CARD
SI-972,136,2920,155,USA,AKPSM050,10599,CARD
SI-973,136,3280,155,USA,AKPSM050,10599,CARD
M-1532,129,3900,155,check GIS,KdDq-8-3,10276,CARD
M-1528,129,2410,155,check GIS,KdDq-7,10277,CARD
M-1533,129,1690,155,check GIS,KdDq-19,10280,CARD
S-2352,66,5055,155,check GIS,FlUa-4,9710,CARD
GX-9559,38,1090,155,USA,19BN341,5456,CARD
GX-9560,38,1460,155,USA,19BN341,5456,CARD
GX-9562,38,1375,155,USA,19BN341,5456,CARD
QC-109,36,5160,155,USA,NY,5555,CARD
WSU-2229,43,1940,155,check GIS,DgRx-5,8824,CARD
GX-6042,37,1780,155,USA,VTCH46,7264,CARD
S-589,173,4545,155,check GIS,PeFr-1,10794,CARD
PITT-1168,36,6355,155,USA,36CN164,4849,CARD
WSU-268,18,1480,155,USA,26WA197,3883,CARD
S-2555,72,865,155,check GIS,FhNa-86,9654,CARD
Beta-13704,8,870,155,USA,Z:,420,CARD
UGa-1093,24,7695,155,USA,46KA104,2989,CARD
DIC-879,22,910,155,USA,23CO156,3157,CARD
DIC-662,24,2150,155,USA,33RO22,3718,CARD
DIC-662LC,24,1980,155,USA,33RO22,3718,CARD
DIC-890,24,1180,155,USA,33WA92,3798,CARD
DIC-145,24,820,155,USA,33MY57,4114,CARD
S-2601,169,7100,155,check GIS,OkLd-?,10768,CARD
S-2671,169,3845,155,check GIS,QaLe-?,10831,CARD
A-8246,9,695,155,USA,LA37726,740,CARD
SI-3777,91,7175,155,USA,AKXPA119,9946,CARD
TX-3111,46,984,153,USA,24BH1726,7607,CARD
A-8059,9,745,153,USA,LA37728,742,CARD
TX-2366,46,1217,153,USA,24BH1726,7607,CARD
AA-2274,8,1448,151,USA,AA:12:484,447,CARD
M-129,2,4650,150,USA,418B94,1,TARL
Tx-73,11,3450,150,USA,41TV87,32,TARL
SMU-495,11,670,150,USA,41HI1,110,TARL
SI-4590,10,7365,150,USA,41LU1,884,CARD
O-1105,11,6750,150,USA,41TV49,41,TARL
O-1128,11,7350,150,USA,41TV49,41,TARL
Tx-6165,10,7530,150,USA,41RG13,100,CARD
SMU-1200,10,5270,150,USA,41LU1,884,CARD
Beta-20099,23,4440,150,USA,11J814,2546,CARD
Beta-22418,23,4540,150,USA,11J814,2546,CARD
GSC-1774,118,2370,150,check GIS,JhTm-?,10235,CARD
M-862-B,22,5770,150,USA,23SN-VP,1746,CARD
L-434,112,3700,150,USA,AKKEN-VP,10201,CARD
GX-6384A,45,4405,150,check GIS,DjPo-47,8970,CARD
GX-6395A,70,5715,150,check GIS,EgPm-3,9379,CARD
Tx-3170,46,2260,150,USA,24PE30,8048,CARD
RL-877,45,4220,150,check GIS,DjPo-47,8970,CARD
AECV-417C,45,1420,150,check GIS,DjPl-1,8975,CARD
AECV-341C,45,1860,150,check GIS,DjPm-114,9016,CARD
AECV-771C,45,750,150,check GIS,DjPm-84,9028,CARD
RL-866,45,3560,150,check GIS,DjPp-8,9031,CARD
AECV-233C,45,1110,150,check GIS,DkPj-1,9053,CARD
SFU-224,47,1180,150,check GIS,DlMa-1,9095,CARD
SFU-229,47,1180,150,check GIS,DlMa-1,9095,CARD
GaK-4248,73,4940,150,check GIS,EaLa-1,9158,CARD
GX-4416,73,4705,150,check GIS,EaLa-1,9158,CARD
AECV-605C,70,7150,150,check GIS,EeOv-?,9256,CARD
RL-901,70,3740,150,check GIS,EePl-218,9310,CARD
GSC-988,70,5750,150,check GIS,EhPo-?,9387,CARD
S-2061,71,3675,150,check GIS,EiNs-4,9441,CARD
S-3444,71,4515,150,check GIS,FbNs-1,9557,CARD
GX-6129G,70,4805,150,check GIS,FdOt-1,9597,CARD
S-1797,70,4305,150,check GIS,FiPj-?-1,9671,CARD
M-1071,32,6160,150,USA,13MN2,5556,CARD
UCR-140,16,2860,150,USA,CA-SJO-112,2683,CARD
UCR-141,16,3200,150,USA,CA-SJO-112,2683,CARD
UCR-215,16,1735,150,USA,CA-SJO-142,2684,CARD
UCR-216,16,2180,150,USA,CA-SJO-142,2684,CARD
UCR-139,16,3300,150,USA,CA-SAC-145,3066,CARD
UCR-192,16,1090,150,USA,CA-SAC-145,3066,CARD
UCR-193,16,2020,150,USA,CA-SAC-145,3066,CARD
UCR-198,16,900,150,USA,CA-SAC-21,3070,CARD
UCR-199,16,980,150,USA,CA-SAC-21,3070,CARD
UCR-138,16,1850,150,USA,CA-SAC-34,3071,CARD
UCR-194,16,2000,150,USA,CA-SAC-34,3071,CARD
UCR-217,16,1320,150,USA,CA-SAC-43,3074,CARD
UCR-221,16,1900,150,USA,CA-SAC-43,3074,CARD
UCR-222,16,1170,150,USA,CA-SAC-43,3074,CARD
UCR-227,16,1080,150,USA,CA-SAC-43,3074,CARD
UCR-228,16,980,150,USA,CA-SAC-43,3074,CARD
UCR-229,16,1355,150,USA,CA-SAC-43,3074,CARD
UCR-230,16,1140,150,USA,CA-SAC-43,3074,CARD
UCR-218,16,1550,150,USA,CA-SAC-60,3076,CARD
UCR-219,16,1195,150,USA,CA-SAC-60,3076,CARD
UCR-224,16,1050,150,USA,CA-SAC-99,3077,CARD
UCR-195,16,940,150,USA,CA-YOL-13,3274,CARD
UCR-196,16,1005,150,USA,CA-YOL-13,3274,CARD
UCR-197,16,1280,150,USA,CA-YOL-13,3274,CARD
UCR-161,17,880,150,USA,26CK,3385,CARD
UCR-184,16,950,150,USA,CA-BUT-84,4093,CARD
GX-6390A,45,5270,150,check GIS,DjPq-1,9030,CARD
GX-9395A,45,1420,150,check GIS,DlOn-3,9121,CARD
GX-10262,35,2830,150,USA,33WO7,5147,CARD
WSU-1326,44,1020,150,USA,35WA-?,7544,CARD
S-1403,45,1990,150,check GIS,DgOv-2,8807,CARD
S-1338,48,1510,150,check GIS,DhLw-1,8841,CARD
BGS-1824,48,6430,150,check GIS,DkLt-?,9051,CARD
RL-1534,70,4240,150,check GIS,EaOq-17,9153,CARD
RIDDL-250,68,1490,150,check GIS,EcRg-2,9202,CARD
Beta-43911,70,3220,150,check GIS,EeOv-68,9280,CARD
SFU-70,68,2950,150,check GIS,EeRb-10,9300,CARD
S-2036A,71,5160,150,check GIS,FaNq-32,9527,CARD
AECV-471C,70,1030,150,check GIS,FdOt-9,9604,CARD
GX-4085,136,1780,150,USA,AKPSM060,10607,CARD
GX-6895,167,840,150,check GIS,QfNo-4,10844,CARD
GSC-651,164,3420,150,check GIS,PjRa-2,10820,CARD
S-512,138,975,150,check GIS,MjVl-1,10493,CARD
S-514,138,910,150,check GIS,MjVl-1,10493,CARD
RIDDL-145,138,1350,150,check GIS,MlVl-1,10519,CARD
S-847,172,1770,150,check GIS,PgHb-1,10817,CARD
K-504,149,680,150,check GIS,NiHa-1,10656,CARD
GSC-162,52,4700,150,check GIS,BkGg-12,7746,CARD
GSC-1256,54,1570,150,check GIS,CkEe-2,8242,CARD
Beta-130927,54,7310,150,check GIS,DbEi-?,8397,CARD
Beta-47979,54,7500,150,check GIS,DcEd-1,8453,CARD
QU-228,54,4170,150,check GIS,DhDn-2b,8851,CARD
UQ-1743,81,2500,150,check GIS,EiBg-11,9414,CARD
UQ-1744,81,700,150,check GIS,EiBg-11,9414,CARD
UQ-1745,81,1600,150,check GIS,EiBg-11,9414,CARD
UQ-1749,81,850,150,check GIS,EiBg-11,9414,CARD
UQ-1750,81,1000,150,check GIS,EiBg-11,9414,CARD
UQ-1751,81,2300,150,check GIS,EiBg-11,9414,CARD
UQ-1756,81,1350,150,check GIS,EiBg-11,9414,CARD
UQ-1768,81,1600,150,check GIS,EiBg-11,9414,CARD
Beta-18914,81,840,150,check GIS,EiBg-1b,9437,CARD
QU-728,105,980,150,check GIS,HeDf-5,9971,CARD
QU-1050,102,1670,150,check GIS,IcGm-4,10082,CARD
A-903,8,3350,150,USA,EE:12:2,82,CARD
AA-245,8,2500,150,USA,EE:2:103,83,CARD
A-730,8,2630,150,USA,EE:8:1,93,CARD
Beta-76388,9,1310,150,USA,LA97088,149,CARD
M-230,8,2450,150,USA,Z:,420,CARD
Beta-10111,8,1840,150,USA,AA:3:3(ASU),481,CARD
Beta-10113,8,2050,150,USA,AA:3:8(ASU),482,CARD
A-862,8,2270,150,USA,BB:,487,CARD
M-2154,12,2820,150,USA,16WC5,562,Erick
Beta-77957,7,1800,150,USA,CA-SCLI-43,646,CARD
L-299C,7,2800,150,USA,CA-SDI-,653,CARD
Beta-82209,7,3160,150,USA,CA-SNI-168,771,CARD
A-730A,8,2630,150,USA,U:13:1,854,CARD
A-20,9,2100,150,USA,W:10:112,878,CARD
A-29bis,9,2430,150,USA,W:10:112,878,CARD
M-462,9,1140,150,USA,W:10:112,878,CARD
A-197,7,2700,150,USA,CA-LAN-2,1057,CARD
A-94,7,2450,150,USA,CA-LAN-2,1057,CARD
UCR-231,8,4170,150,USA,O:,1123,CARD
WSU-4192,9,1740,150,USA,Q:,1161,CARD
GaK-694,11,2270,150,USA,34GR12,1251,Erick
Beta-4512,18,2040,150,USA,D:11:1504,1763,CARD
Beta-133882,19,5350,150,USA,LA79076,1850,CARD
BETA-23051,18,1980,150,USA,42WS1349,2142,Erick
I-1112,19,890,150,USA,5MT,2322,CARD
C-690,16,2339,150,USA,CA-ALA-328,2479,CARD
I-1031,17,4170,150,USA,26EK25,2588,CARD
I-1032,17,2585,150,USA,26EK25,2588,CARD
M-865,16,925,150,USA,CA-CCO-138,2692,CARD
BETA-34257,19,3500,150,USA,42WN1666,2911,Erick
GaK-405,21,930,150,USA,14CF301,2925,Erick
Beta-85701,19,6480,150,USA,5GN1835,3229,CARD
UCR-145,16,865,150,USA,CA-YOL-13,3274,CARD
UCR-146,16,815,150,USA,CA-YOL-13,3274,CARD
BETA-13880,18,3530,150,USA,42SV2113,3325,Erick
GX-12171,18,2310,150,USA,42EM1940,3375,Erick
UCR-162,17,1420,150,USA,26CK,3385,CARD
RL-1216,19,4430,150,USA,5ME82,3548,CARD
Beta-107827,16,4060,150,USA,CA-PLA-5,3564,CARD
I-2791,16,2100,150,USA,CA-LAK-261,3585,CARD
M-937,16,610,150,USA,CA-NEV15,3767,CARD
GX-13107,18,845,150,USA,42EM2095,3850,Erick
M-869,21,760,150,USA,14PO4,3978,Erick
RL-853,18,1700,150,USA,42JB148,4173,Erick
SI-301,30,670,150,USA,5BL65,4339,CARD
I-2007,27,2130,150,USA,CA-LAS-194,4694,CARD
LJ-76,27,2350,150,USA,CA-LAS-7,4700,CARD
SI-4535,31,4220,150,USA,5LO19,4721,CARD
UCR-148,27,1915,150,USA,CA-SHA-48,4738,CARD
UCR-150,27,1910,150,USA,CA-SHA-48,4738,CARD
UCR-151,27,2010,150,USA,CA-SHA-48,4738,CARD
Beta-93882,30,6970,150,USA,48AB1,5343,Erick
BETA-58115,37,7570,150,USA,19-PL-337,5505,Erick
RL-543,30,5250,150,USA,48NA67,6429,CARD
RL-717,30,1090,150,USA,48FR162,6485,CARD
GX-5444,37,4075,150,USA,NH 26-32,6867,Erick
Beta-112628,30,5030,150,USA,48WA1463,6936,Erick
Beta-75399,28,980,150,USA,35GR1311,7270,CARD
Beta-112694,27,4160,150,USA,35MA70,7445,CARD
Beta-112702,27,4140,150,USA,35MA70,7445,CARD
WSU-540,29,2520,150,USA,10LH44,7472,CARD
WSU-2518,43,980,150,USA,45SA41,7841,CARD
Beta-7991,46,860,150,USA,24RB1020,7877,CARD
UCLA-131,44,7940,150,USA,45WW61,7902,CARD
UW-36,43,3210,150,USA,45KT17,8096,CARD
Beta-79041,43,6510,150,USA,45KT621,8105,CARD
Beta-79038,43,2730,150,USA,45KT979,8107,CARD
Beta-18294,47,2360,150,USA,24DW85,8164,CARD
GaK-7877,44,2750,150,USA,45FE156,8477,CARD
Beta-13302,44,2150,150,USA,45PO139,8513,CARD
Beta-4338,44,2960,150,USA,45OK250,8559,CARD
I-2032,44,3020,150,USA,45OK58,8588,CARD
WSU-5056,43,3320,150,check GIS,DhRl-16,8875,CARD
Gak-5429,43,2310,150,check GIS,DhSe-2,8891,CARD
S-988,66,3700,150,check GIS,GbTo-33,9751,CARD
GSC-713,144,2980,150,check GIS,NiNg-10,10647,CARD
AECV-673C,69,5720,150,check GIS,EgPs-48,9367,CARD
"A-20,-23",9,2100,150,USA,W:10:112,878,CARD
M-2394,12,3020,150,USA,22CR504,883,CARD
M-2415,12,3080,150,USA,22CR504,883,CARD
M-2139,12,990,150,USA,3AR40,1089,CARD
UGa-235,13,2035,150,USA,1CT90,1230,CARD
GX-6164,22,720,150,USA,3CG218,1551,CARD
ISGS-1736,22,1090,150,USA,15CE6,1988,CARD
SFU-130,23,7530,150,USA,15LV156,2056,CARD
A-699,25,1680,150,USA,44DW1,2057,CARD
M-1190,23,1150,150,USA,11J12,2509,CARD
M-1929,22,2680,150,USA,23HI172,2727,CARD
M-2462,23,2870,150,USA,15BU265,2747,CARD
SMU-1213,22,5070,150,USA,23HI216,2806,CARD
ISGS-1336,22,6190,150,USA,11RA501,2807,CARD
M-483,22,4720,150,USA,11RA501,2807,CARD
M-484,22,5280,150,USA,11RA501,2807,CARD
M-1195,22,1040,150,USA,11MO945,2916,CARD
ISGS-419,22,930,150,USA,11S-?,3210,CARD
M-1636,22,840,150,USA,11MS,3211,CARD
M-1295,22,1915,150,USA,11MS2-2,3214,CARD
M-615,22,6720,150,USA,23CY64,3285,CARD
M-616,22,6180,150,USA,23CY64,3285,CARD
M-617,22,6500,150,USA,23CY64,3285,CARD
M-1607,25,2400,150,USA,18AN65,3444,CARD
M-2241,24,2400,150,USA,15BE32,3587,CARD
SI-361,22,1610,150,USA,23PL4,3704,Erick
M-2253,22,950,150,USA,11C-?,3715,CARD
ISGS-420,22,2150,150,USA,11GE453,3832,CARD
OWU-173,24,2100,150,USA,33RO32,3841,CARD
M-2179,22,1170,150,USA,23CL118,3966,CARD
M-2143,22,2520,150,USA,23MN223,3989,CARD
DIC-1060,37,7980,150,USA,28MO305,4421,Erick
M-1193,33,680,150,USA,11F,4461,CARD
Beta-19319,36,2540,150,USA,36BU23,4506,CARD
Beta-19320,36,3610,150,USA,36BU23,4506,CARD
Beta-19322,36,2450,150,USA,36BU23,4506,CARD
ISGS-1004,34,1600,150,USA,11P4,4669,CARD
I-6392,32,970,150,USA,13FT-VP,4722,CARD
M-2020,34,1550,150,USA,12HN-?,4771,Erick
M-2207,35,3070,150,USA,36LR11,4792,CARD
I-12707,37,2180,150,USA,28BE160,4820,Erick
M-580,34,1790,150,USA,11PM-?,4854,CARD
